example_id                                                                              | status  | run_time        |
./spec/models/battle_map_builder_layers_spec.rb[1:6]                                    | passed  | 0.00849 seconds |
./spec/models/battle_map_builder_layers_spec.rb[1:7]                                    | passed  | 0.06386 seconds |
./spec/models/battle_map_builder_layers_spec.rb[1:8]                                    | passed  | 0.02068 seconds |
./spec/models/battle_map_builder_layers_spec.rb[1:9]                                    | passed  | 0.02846 seconds |
./spec/models/battle_map_spec.rb[1:1:1]                                                 | passed  | 0.00216 seconds |
./spec/models/battle_map_spec.rb[1:1:2]                                                 | passed  | 0.00279 seconds |
./spec/models/battle_map_spec.rb[1:1:3]                                                 | passed  | 0.00401 seconds |
./spec/models/battle_map_spec.rb[1:1:4]                                                 | passed  | 0.00283 seconds |
./spec/models/battle_map_spec.rb[1:1:5]                                                 | passed  | 0.01271 seconds |
./spec/models/battle_map_spec.rb[1:1:6]                                                 | passed  | 0.00267 seconds |
./spec/models/battle_map_spec.rb[1:1:7]                                                 | passed  | 0.00291 seconds |
./spec/models/battle_map_spec.rb[1:1:8]                                                 | passed  | 0.00293 seconds |
./spec/models/battle_map_spec.rb[1:1:9]                                                 | passed  | 0.0034 seconds  |
./spec/models/battle_map_spec.rb[1:1:10]                                                | passed  | 0.00447 seconds |
./spec/models/battle_map_spec.rb[1:1:11]                                                | passed  | 0.00304 seconds |
./spec/models/battle_map_spec.rb[1:2:1]                                                 | passed  | 0.02339 seconds |
./spec/models/battle_map_spec.rb[1:2:2]                                                 | passed  | 0.0213 seconds  |
./spec/models/battle_map_spec.rb[1:2:3]                                                 | passed  | 0.01959 seconds |
./spec/models/battle_map_spec.rb[1:2:4]                                                 | passed  | 0.01992 seconds |
./spec/models/battle_map_spec.rb[1:3:1]                                                 | passed  | 0.01143 seconds |
./spec/models/battle_map_spec.rb[1:3:2]                                                 | passed  | 0.00757 seconds |
./spec/models/battle_map_spec.rb[1:3:3]                                                 | passed  | 0.01015 seconds |
./spec/models/battle_map_spec.rb[1:3:4]                                                 | passed  | 0.00684 seconds |
./spec/models/character_spec.rb[1:1]                                                    | pending | 0.00001 seconds |
./spec/models/class_level_spec.rb[1:1]                                                  | pending | 0.00001 seconds |
./spec/models/cleric_cantrip_associations_spec.rb[1:1:1]                                | passed  | 0.07979 seconds |
./spec/models/cleric_cantrip_associations_spec.rb[1:1:2]                                | passed  | 0.05017 seconds |
./spec/models/cleric_cantrip_associations_spec.rb[1:1:3]                                | passed  | 0.05627 seconds |
./spec/models/cleric_cantrip_associations_spec.rb[1:1:4]                                | passed  | 0.04801 seconds |
./spec/models/combat_combatant_spec.rb[1:1:1]                                           | passed  | 0.01804 seconds |
./spec/models/combat_combatant_spec.rb[1:1:2]                                           | passed  | 0.01609 seconds |
./spec/models/combat_combatant_spec.rb[1:1:3]                                           | passed  | 0.02433 seconds |
./spec/models/combat_combatant_spec.rb[1:2:1]                                           | passed  | 0.02113 seconds |
./spec/models/combat_combatant_spec.rb[1:2:2]                                           | passed  | 0.01762 seconds |
./spec/models/combat_combatant_spec.rb[1:2:3]                                           | passed  | 0.02417 seconds |
./spec/models/combat_combatant_spec.rb[1:3:1]                                           | passed  | 0.01818 seconds |
./spec/models/combat_combatant_spec.rb[1:4:1]                                           | passed  | 0.02078 seconds |
./spec/models/combat_combatant_spec.rb[1:4:2]                                           | passed  | 0.02266 seconds |
./spec/models/combat_combatant_spec.rb[1:4:3]                                           | passed  | 0.0211 seconds  |
./spec/models/combat_combatant_spec.rb[1:5:1]                                           | passed  | 0.0168 seconds  |
./spec/models/combat_combatant_spec.rb[1:5:2]                                           | passed  | 0.02488 seconds |
./spec/models/combat_combatant_spec.rb[1:5:3]                                           | passed  | 0.01748 seconds |
./spec/models/combat_combatant_spec.rb[1:6:1]                                           | passed  | 0.02086 seconds |
./spec/models/combat_combatant_spec.rb[1:6:2]                                           | passed  | 0.02141 seconds |
./spec/models/combat_combatant_spec.rb[1:6:3]                                           | passed  | 0.02096 seconds |
./spec/models/combat_combatant_spec.rb[1:6:4]                                           | passed  | 0.01776 seconds |
./spec/models/combat_combatant_spec.rb[1:6:5]                                           | passed  | 0.01923 seconds |
./spec/models/combat_combatant_spec.rb[1:7:1]                                           | passed  | 0.0222 seconds  |
./spec/models/combat_combatant_spec.rb[1:7:2]                                           | passed  | 0.02674 seconds |
./spec/models/combat_combatant_spec.rb[1:8:1]                                           | passed  | 0.02529 seconds |
./spec/models/combat_combatant_spec.rb[1:8:2]                                           | passed  | 0.01991 seconds |
./spec/models/combat_combatant_spec.rb[1:8:3]                                           | passed  | 0.02031 seconds |
./spec/models/combat_combatant_spec.rb[1:8:4]                                           | passed  | 0.02198 seconds |
./spec/models/combat_combatant_spec.rb[1:8:5]                                           | passed  | 0.02164 seconds |
./spec/models/combat_combatant_spec.rb[1:8:6]                                           | passed  | 0.01974 seconds |
./spec/models/combat_combatant_spec.rb[1:8:7]                                           | passed  | 0.024 seconds   |
./spec/models/combat_combatant_spec.rb[1:8:8]                                           | passed  | 0.02131 seconds |
./spec/models/combat_combatant_spec.rb[1:8:9]                                           | passed  | 0.02126 seconds |
./spec/models/combat_combatant_spec.rb[1:8:10]                                          | passed  | 0.02047 seconds |
./spec/models/combat_combatant_spec.rb[1:8:11]                                          | passed  | 0.02723 seconds |
./spec/models/combat_combatant_spec.rb[1:8:12]                                          | passed  | 0.02099 seconds |
./spec/models/combat_combatant_spec.rb[1:9:1]                                           | passed  | 0.0198 seconds  |
./spec/models/combat_combatant_spec.rb[1:9:2]                                           | passed  | 0.02179 seconds |
./spec/models/combat_combatant_spec.rb[1:9:3]                                           | passed  | 0.01971 seconds |
./spec/models/combat_combatant_spec.rb[1:10:1]                                          | passed  | 0.04399 seconds |
./spec/models/combat_combatant_spec.rb[1:10:2]                                          | passed  | 0.04221 seconds |
./spec/models/combat_combatant_spec.rb[1:10:3]                                          | passed  | 0.02428 seconds |
./spec/models/combat_combatant_spec.rb[1:11:1]                                          | passed  | 0.01612 seconds |
./spec/models/combat_combatant_spec.rb[1:11:2]                                          | passed  | 0.0199 seconds  |
./spec/models/combat_combatant_spec.rb[1:11:3]                                          | passed  | 0.02288 seconds |
./spec/models/combat_npc_spec.rb[1:1:1]                                                 | passed  | 0.0013 seconds  |
./spec/models/combat_npc_spec.rb[1:1:2]                                                 | passed  | 0.00966 seconds |
./spec/models/combat_npc_spec.rb[1:1:3]                                                 | passed  | 0.01139 seconds |
./spec/models/combat_npc_spec.rb[1:1:4]                                                 | passed  | 0.01121 seconds |
./spec/models/combat_npc_spec.rb[1:2:1]                                                 | passed  | 0.0163 seconds  |
./spec/models/combat_npc_spec.rb[1:3:1]                                                 | passed  | 0.01359 seconds |
./spec/models/combat_npc_spec.rb[1:3:2]                                                 | passed  | 0.01374 seconds |
./spec/models/combat_state_spec.rb[1:1:1]                                               | passed  | 0.00174 seconds |
./spec/models/combat_state_spec.rb[1:1:2]                                               | passed  | 0.01486 seconds |
./spec/models/combat_state_spec.rb[1:1:3]                                               | passed  | 0.01273 seconds |
./spec/models/combat_state_spec.rb[1:2:1]                                               | passed  | 0.02264 seconds |
./spec/models/combat_state_spec.rb[1:2:2]                                               | passed  | 0.02954 seconds |
./spec/models/combat_state_spec.rb[1:2:3]                                               | passed  | 0.02467 seconds |
./spec/models/combat_state_spec.rb[1:3:1]                                               | passed  | 0.01421 seconds |
./spec/models/combat_state_spec.rb[1:3:2]                                               | passed  | 0.01452 seconds |
./spec/models/combat_state_spec.rb[1:4:1]                                               | passed  | 0.0495 seconds  |
./spec/models/combat_state_spec.rb[1:4:2]                                               | passed  | 0.0338 seconds  |
./spec/models/combat_state_spec.rb[1:4:3]                                               | passed  | 0.03695 seconds |
./spec/models/combat_state_spec.rb[1:4:4]                                               | passed  | 0.03403 seconds |
./spec/models/combat_state_spec.rb[1:4:5]                                               | passed  | 0.04959 seconds |
./spec/models/combat_state_spec.rb[1:4:6]                                               | passed  | 0.04131 seconds |
./spec/models/combat_state_spec.rb[1:4:7]                                               | passed  | 0.04387 seconds |
./spec/models/combat_state_spec.rb[1:4:8]                                               | passed  | 0.03854 seconds |
./spec/models/combat_state_spec.rb[1:4:9]                                               | passed  | 0.05646 seconds |
./spec/models/combat_state_spec.rb[1:4:10]                                              | passed  | 0.08934 seconds |
./spec/models/combat_state_spec.rb[1:4:11]                                              | passed  | 0.0483 seconds  |
./spec/models/druid_cantrip_associations_spec.rb[1:1:1]                                 | passed  | 0.06532 seconds |
./spec/models/druid_cantrip_associations_spec.rb[1:1:2]                                 | passed  | 0.06759 seconds |
./spec/models/druid_cantrip_associations_spec.rb[1:1:3]                                 | passed  | 0.12766 seconds |
./spec/models/druid_cantrip_associations_spec.rb[1:1:4]                                 | passed  | 0.06786 seconds |
./spec/models/feature_spec.rb[1:1]                                                      | pending | 0.00001 seconds |
./spec/models/group_spec.rb[1:1:1]                                                      | passed  | 0.01213 seconds |
./spec/models/group_spec.rb[1:1:2]                                                      | passed  | 0.01525 seconds |
./spec/models/group_spec.rb[1:1:3]                                                      | passed  | 0.00525 seconds |
./spec/models/group_spec.rb[1:1:4]                                                      | passed  | 0.00437 seconds |
./spec/models/group_spec.rb[1:1:5]                                                      | passed  | 0.01136 seconds |
./spec/models/group_spec.rb[1:1:6]                                                      | passed  | 0.01281 seconds |
./spec/models/group_spec.rb[1:2:1]                                                      | passed  | 0.02733 seconds |
./spec/models/group_spec.rb[1:2:2]                                                      | passed  | 0.00987 seconds |
./spec/models/group_spec.rb[1:3:1]                                                      | passed  | 0.01178 seconds |
./spec/models/group_spec.rb[1:3:2]                                                      | passed  | 0.00979 seconds |
./spec/models/group_spec.rb[1:3:3]                                                      | passed  | 0.01215 seconds |
./spec/models/group_spec.rb[1:3:4]                                                      | passed  | 0.0067 seconds  |
./spec/models/group_spec.rb[1:3:5]                                                      | passed  | 0.0113 seconds  |
./spec/models/group_spec.rb[1:4:1]                                                      | passed  | 0.01051 seconds |
./spec/models/group_spec.rb[1:4:2]                                                      | passed  | 0.01169 seconds |
./spec/models/group_spec.rb[1:4:3]                                                      | passed  | 0.00571 seconds |
./spec/models/group_spec.rb[1:5:1]                                                      | passed  | 0.01641 seconds |
./spec/models/group_spec.rb[1:5:2]                                                      | passed  | 0.00563 seconds |
./spec/models/magic_item_spec.rb[1:1:1]                                                 | passed  | 0.00314 seconds |
./spec/models/magic_item_spec.rb[1:1:2]                                                 | passed  | 0.00297 seconds |
./spec/models/magic_item_spec.rb[1:1:3]                                                 | passed  | 0.0016 seconds  |
./spec/models/map_asset_spec.rb[1:1]                                                    | passed  | 0.00485 seconds |
./spec/models/map_asset_spec.rb[1:2]                                                    | passed  | 0.00868 seconds |
./spec/models/map_asset_spec.rb[1:3]                                                    | passed  | 0.00798 seconds |
./spec/models/map_asset_spec.rb[1:4]                                                    | passed  | 0.00567 seconds |
./spec/models/map_asset_spec.rb[1:5]                                                    | passed  | 0.02518 seconds |
./spec/models/race_rules_spec.rb[1:1]                                                   | passed  | 0.00477 seconds |
./spec/models/race_rules_spec.rb[1:2]                                                   | passed  | 0.00432 seconds |
./spec/models/race_rules_spec.rb[1:3]                                                   | passed  | 0.00494 seconds |
./spec/models/race_rules_spec.rb[1:4]                                                   | passed  | 0.00532 seconds |
./spec/models/race_rules_spec.rb[1:5]                                                   | passed  | 0.00417 seconds |
./spec/models/race_rules_spec.rb[1:6]                                                   | passed  | 0.00396 seconds |
./spec/models/race_rules_spec.rb[1:7]                                                   | failed  | 0.02209 seconds |
./spec/models/race_rules_spec.rb[1:8]                                                   | passed  | 0.00713 seconds |
./spec/models/race_spec.rb[1:1:1]                                                       | passed  | 0.02266 seconds |
./spec/models/schedule_highlights_spec.rb[1:1:1]                                        | passed  | 0.01893 seconds |
./spec/models/schedule_highlights_spec.rb[1:1:2]                                        | passed  | 0.03243 seconds |
./spec/models/schedule_highlights_spec.rb[1:2:1]                                        | passed  | 0.00194 seconds |
./spec/models/schedule_highlights_spec.rb[1:2:2]                                        | passed  | 0.00268 seconds |
./spec/models/schedule_highlights_spec.rb[1:2:3]                                        | passed  | 0.00325 seconds |
./spec/models/schedule_highlights_spec.rb[1:2:4]                                        | passed  | 0.00182 seconds |
./spec/models/schedule_highlights_spec.rb[1:2:5]                                        | passed  | 0.00161 seconds |
./spec/models/session_log_spec.rb[1:1:1]                                                | passed  | 0.00099 seconds |
./spec/models/session_log_spec.rb[1:2:1]                                                | passed  | 0.01762 seconds |
./spec/models/session_log_spec.rb[1:2:2]                                                | passed  | 0.02392 seconds |
./spec/models/session_log_spec.rb[1:2:3]                                                | passed  | 0.01782 seconds |
